ID,Title,Pay,OT Pay,Other Pay,Benefits,Compensation,Employment
142386,Public Svc Aide-Public Works,16073.41,0,0,733.56,16806.97,PT
142387,Police Officer,12086.1,0,0,4716.69,16802.79,PT
142388,Museum Guard,16796.51,0,0,0,16796.51,PT
142389,Museum Guard,16624.28,0,0,166.25,16790.53,PT
142390,Social Worker,11362.2,0,0,5415.36,16777.56,PT
142391,Public Service Trainee,16484,120.51,0,166.07,16770.58,PT
142392,Public Service Trainee,16604.5,0,0,166.05,16770.55,PT
142393,Special Nurse,11234.74,210.84,2509.63,2809.06,16764.27,PT
142394,Principal Clerk,5478.44,0,9036.01,2245.08,16759.53,PT
142395,Special Nurse,11951.1,0,1991.85,2799.96,16742.91,PT
142396,Recreation Leader,16186.51,0,548.42,0,16734.93,PT
142397,Special Nurse,13183.35,0,1428.23,2121.13,16732.71,PT
142398,StdntDsgn Train2/Arch/Eng/Plng,16566.73,0,0,165.68,16732.41,PT
142399,Associate Museum Registrar,16488.99,60.86,0,165.53,16715.38,PT
142400,Patient Care Assistant,15299.54,0,1239.87,165.42,16704.83,PT
142401,Clerk,10164,606.34,0,5929.27,16699.61,PT
142402,Pharmacist,16698.02,0,0,0,16698.02,PT
142403,Special Nurse,12077.25,135.29,1551.35,2934.08,16697.97,PT
142404,Library Page,16370.27,0,322.68,0,16692.95,PT
142405,Senior Personnel Analyst,16526.9,0,0,165.28,16692.18,PT
142406,StdntDsgn Train2/Arch/Eng/Plng,16524.86,0,0,165.24,16690.1,PT
142407,Respiratory Care Practitioner,16689.2,0,0,0,16689.2,PT
142408,Public Svc Aide-Public Works,14035.91,0,814,1837.37,16687.28,PT
142409,Senior Administrative Analyst,11981.01,0,0,4703.38,16684.39,PT
142410,Transit Operator,9552.37,0,2039.48,5091.93,16683.78,PT
142411,Recreation Leader,12403.08,0,808.76,3471.87,16683.71,PT
142412,PS Aide to Prof,16516.21,0,0,165.17,16681.38,PT
142413,PS Aide to Prof,10365.12,0,0,6315.42,16680.54,PT
142414,Public Svc Aide-Public Works,15433.12,167.18,359.12,692.17,16651.59,PT
142415,Museum Guard,16479.38,0,0,164.76,16644.14,PT
142416,"Counselor, Juvenile Hall SFERS",15399.15,857.68,215.78,164.74,16637.35,PT
142417,Publ Svc Aide-Asst to Prof,9654.3,0,771.1,6211.85,16637.25,PT
142418,Public Service Trainee,13258,31.5,0,3344.12,16633.62,PT
142419,Elections Clerk,15510.13,957.29,0,164.67,16632.09,PT
142420,Medical Evaluations Assistant,13885.6,0,80,2664.17,16629.77,PT
142421,Special Nurse,15973.65,0,485.04,164.59,16623.28,PT
142422,Librarian 1,16369.76,0,246.8,0,16616.56,PT
142423,PS Aide to Prof,16447.18,0,0,164.49,16611.67,PT
142424,Transit Operator,10783.07,167.37,107.17,5553.23,16610.84,PT
142425,Publ Svc Aide-Asst to Prof,16438.16,0,0,164.38,16602.54,PT
142426,PS Aide Health Services,16435.4,0,0,164.37,16599.77,PT
142427,Museum Guard,15859.62,739.03,0,0,16598.65,PT
142428,Custodian,16233.52,0,194.25,164.28,16592.05,PT
142429,Publ Svc Aide-Asst to Prof,16419.81,0,0,164.2,16584.01,PT
142430,"StdntDsgnTrain1, Arch/Eng/Plng",16419.46,0,0,164.22,16583.68,PT
142431,Porter,16236.71,0,181.25,164.18,16582.14,PT
142432,Publ Svc Aide-Asst to Prof,16333.45,78.86,0,164.12,16576.43,PT
142433,Recreation Leader,16369.37,0,42.23,164.13,16575.73,PT
142434,Public Svc Aide-Public Works,13514.37,0,1128.03,1930.14,16572.54,PT
142435,Special Nurse,11129.74,0,2558.37,2871.5,16559.61,PT
142436,"Dir, Log Cabin Ranch (SFERS)",8979.3,0,5277.33,2294.38,16551.01,PT
142437,Pool Lifeguard,15891.21,0,495.19,163.87,16550.27,PT
142438,General Laborer,15201.68,886.76,288.02,163.78,16540.24,PT
142439,Transit Supervisor,11495.05,338.7,367,4338.64,16539.39,PT
142440,Transit Operator,9557.11,1973.46,92.32,4912.2,16535.09,PT
142441,Project Manager 1,4564,0,10483.51,1483.42,16530.93,PT
142442,Communications Dispatcher 2,10696.9,0,404.42,5428.76,16530.08,PT
142443,Carpenter,11595.5,341.66,0,4586.47,16523.63,PT
142444,Recreation Coordinator,13211,0,127.86,3184.46,16523.32,PT
142445,Communications Dispatcher 2,16235.02,0,286.97,0,16521.99,PT
142446,Food Service Worker,16419.71,0,101.81,0,16521.52,PT
142447,Stationary Engineer,16137.27,210.71,0,163.48,16511.46,PT
142448,Transit Supervisor,12042.04,0,0,4463.12,16505.16,PT
142449,Public Svc Aide-Public Works,15525.12,170.57,427.46,376.34,16499.49,PT
142450,Public Svc Aide-Public Works,15683.19,0,426.95,388.56,16498.7,PT
142451,Gardener,11155,0,419.85,4920.51,16495.36,PT
142452,Assistant Storekeeper,16235.4,15.47,72.05,163.23,16486.15,PT
142453,Child Care Specialist,12626.59,0,0,3856.7,16483.29,PT
142454,Health Worker 2,1329,666.78,13864.63,620.5,16480.91,PT
142455,Nursing Supervisor,6107.36,6190.27,1347.85,2829.82,16475.3,PT
142456,Public Service Trainee,15834,476.78,0,163.12,16473.9,PT
142457,Public Service Trainee,13039.91,0,0,3428.61,16468.52,PT
142458,Special Nurse,11616.28,0,1988.42,2852.37,16457.07,PT
142459,Public Service Trainee,8540,0,2504.34,5404.27,16448.61,PT
142460,Registered Nurse,13539.02,0,946.74,1956.32,16442.08,PT
142461,Public Service Trainee,13017.71,0,0,3423,16440.71,PT
142462,Public Svc Aide-Public Works,12958.74,167.18,1140.01,2169.88,16435.81,PT
142463,Museum Guard,13467.49,2958.37,0,0,16425.86,PT
142464,Medical Social Worker,10409.12,0,2127.13,3888.14,16424.39,PT
142465,Publ Svc Aide-Asst to Prof,16180.09,78.86,0,162.58,16421.53,PT
142466,PS Aide Health Services,15846.6,0,411.03,162.58,16420.21,PT
142467,Senior Eligibility Worker,2779,0,12505.5,1125.68,16410.18,PT
142468,Respiratory Care Practitioner,16245.45,0,0,162.48,16407.93,PT
142469,Special Nurse,14915.48,0,1328.64,162.44,16406.56,PT
142470,Recreation Leader,12909.74,0,180.6,3311.34,16401.68,PT
142471,Special Nurse,12812.91,205.91,470.1,2912.58,16401.5,PT
142472,Recreation Leader,16197.08,0,32.87,162.33,16392.28,PT
142473,Porter,6173.9,0,7266.65,2949.14,16389.69,PT
142474,PS Aide Health Services,16211.02,0,0,162.13,16373.15,PT
142475,Publ Svc Aide-Asst to Prof,16204.03,0,0,162.04,16366.07,PT
142476,Library Page,10111.39,0,66.98,6186.98,16365.35,PT
142477,Utility Plumber,11689.6,0,497.95,4176.38,16363.93,PT
142478,Public Svc Aide-Public Works,15308.72,0,360.98,689.28,16358.98,PT
142479,EMT/Paramedic/Firefighter,11302.62,0,1132.9,3915.89,16351.41,PT
142480,Personnel Clerk,10537.4,0,0,5813.35,16350.75,PT
142481,Special Nurse,11102.3,0,2474.26,2772.15,16348.71,PT
142482,StdntDsgn Train2/Arch/Eng/Plng,16183.6,0,0,161.84,16345.44,PT
142483,IS Operator-Journey,0,0,11686,4659.36,16345.36,PT
142484,Senior Collections Officer,6541.98,0,5883.41,3913.19,16338.58,PT
142485,Special Nurse,13111.4,0,367.3,2859.13,16337.83,PT
142486,Custodian,15457.88,0,713.03,161.7,16332.61,PT
142487,PS Aide to Prof,15264.67,0,0,1066.43,16331.1,PT
142488,Child Support Officer III,0,0,16325.94,0,16325.94,PT
142489,Special Nurse,13094.33,0,362.49,2867.34,16324.16,PT
142490,Public Svc Aide-Public Works,12972.7,0,1143.4,2194.14,16310.24,PT
142491,Unit Clerk,13437.17,0,0,2864.81,16301.98,PT
142492,Physician Specialist,2930.8,0,12533.75,823.47,16288.02,PT
142493,Transit Operator,10695.26,0,34.62,5557.22,16287.1,PT
142494,Public Svc Aide-Public Works,15467.53,0,424.44,393.63,16285.6,PT
142495,IS Engineer-Journey,11898,0,0,4387.31,16285.31,PT
142496,"StdntDsgnTrain3, Arch/Eng/Plng",16116.8,0,0,161.17,16277.97,PT
142497,Public Svc Aide-Public Works,15442.38,0,431.9,395.84,16270.12,PT
142498,"StdntDsgnTrain1, Arch/Eng/Plng",16096.06,0,0,160.97,16257.03,PT
142499,Clerk Typist,0,0,11597.19,4659.36,16256.55,PT
142500,Public Service Trainee,9749.11,0,1204.47,5301.43,16255.01,PT
142501,Publ Svc Aide-Asst to Prof,16090.91,0,0,160.91,16251.82,PT
142502,Porter,16086.15,0,0,160.86,16247.01,PT
142503,DA Investigative Assist,11083.2,0,0,5156.19,16239.39,PT
142504,Physician Specialist,13408.37,0,0,2821.44,16229.81,PT
142505,Special Nurse,13098.15,0,436.62,2690.67,16225.44,PT
142506,Junior Engineer,8454.01,689.08,3579.69,3493.45,16216.23,PT
142507,PS Aide to Prof,16053.25,0,0,160.53,16213.78,PT
142508,Public Svc Aide-Public Works,15644.98,0,0,566.17,16211.15,PT
142509,IT Operations Support Admin II,11033.01,0,0,5177.76,16210.77,PT
142510,Fire Alarm Dispatcher,14546.65,771.5,729.14,160.46,16207.75,PT
142511,Special Nurse,12420.94,0,947.47,2834.09,16202.5,PT
142512,Special Nurse,12846.93,0,562.26,2790.16,16199.35,PT
142513,Special Nurse,11005.58,823.64,1619.48,2721.24,16169.94,PT
142514,Admission Attendant,16007.96,0,0,160.09,16168.05,PT
142515,Stationary Engineer,16166.68,0,0,0,16166.68,PT
142516,Publ Svc Aide-Asst to Prof,15658.86,335.51,0,159.95,16154.32,PT
142517,Library Page,10992.09,0,94.94,5065.59,16152.62,PT
142518,Librarian 1,15953.85,0,193.72,0,16147.57,PT
142519,Special Nurse,12817.84,0,509.14,2817.56,16144.54,PT
142520,Custodian,15982.94,0,0,159.85,16142.79,PT
142521,Prnpl Admin Analyst II,9461,0,3634.86,3036.19,16132.05,PT
142522,Senior Collections Officer,2706,0,12309,1115.24,16130.24,PT
142523,Clerk,14952.29,1013.2,0,159.66,16125.15,PT
142524,Watershed Worker (Seasonal),15965.3,0,0,159.67,16124.97,PT
142525,Chef,13574.8,2355.94,25.6,159.56,16115.9,PT
142526,Recreation Leader,15762.23,0,186.32,159.49,16108.04,PT
142527,Pool Lifeguard,15787.74,0,160,159.46,16107.2,PT
142528,Junior Management Assistant,10927,0,0,5172.92,16099.92,PT
142529,Library Page,15612.09,0,327.97,159.44,16099.5,PT
142530,Custodian,4279.91,0,9792.21,2024.94,16097.06,PT
142531,Public Svc Aide-Public Works,14455.56,0,0,1633.58,16089.14,PT
142532,"Counselor, Juvenile Hall",14678.3,0,1402.93,0,16081.23,PT
142533,Pool Lifeguard,15615.51,0,305.28,159.19,16079.98,PT
142534,Patient Care Assistant,15240.3,273.94,388.14,159.04,16061.42,PT
142535,Clerk Typist,15897.28,0,0,159.03,16056.31,PT
142536,Museum Guard,16046.7,9.39,0,0,16056.09,PT
142537,Special Nurse,12934.8,0,431.16,2689.44,16055.4,PT
142538,Transit Operator,5224.74,0,8137.74,2687.78,16050.26,PT
142539,"StdntDsgnTrain3, Arch/Eng/Plng",15884.89,0,0,158.86,16043.75,PT
142540,Special Nurse,15869.97,0,0,158.7,16028.67,PT
142541,Utility Specialist,14926.24,0,949.41,149.26,16024.91,PT
142542,Building Inspector,10226.67,0,2257.73,3540.4,16024.8,PT
142543,Executive Secretary 3,11552.12,0,0,4470.61,16022.73,PT
142544,Transit Planner 4,0,0,16008.88,0,16008.88,PT
142545,Publ Svc Aide-Asst to Prof,15276.21,70.1,501.37,158.48,16006.16,PT
142546,Publ Svc Aide-Asst to Prof,15775.49,61.34,0,158.37,15995.2,PT
142547,Automotive Service Worker,7937.96,0,4324.07,3732.8,15994.83,PT
142548,"Counselor, Juvenile Hall",13901.44,733.75,1358.15,0,15993.34,PT
142549,Museum Guard,15913.37,75.15,0,0,15988.52,PT
142550,Recreation Leader,15822.1,0,6.94,158.31,15987.35,PT
142551,Social Work Supervisor,11224,0,0,4762.63,15986.63,PT
142552,Carpenter,11595.5,0,0,4380.5,15976,PT
142553,Museum Guard,15186.94,627.88,0,158.14,15972.96,PT
142554,Licensed Vocational Nurse,15553.7,0,256.23,158.11,15968.04,PT
142555,Junior Engineer,11200,0,0,4756.99,15956.99,PT
142556,Public Svc Aide-Public Works,8949.86,0,226.52,6769.87,15946.25,PT
142557,Senior Clerk,10510.51,0,0,5429.54,15940.05,PT
142558,Medical Evaluations Assistant,15777.65,0,0,157.77,15935.42,PT
142559,Manager II,3238.76,0,11686.74,1009.41,15934.91,PT
142560,"StdntDsgnTrain3, Arch/Eng/Plng",15774.45,0,0,157.73,15932.18,PT
142561,Health Worker 2,10642.98,0,49.77,5233.92,15926.67,PT
142562,Public Service Trainee,12680.07,0,0,3238.61,15918.68,PT
142563,Publ Svc Aide-Asst to Prof,15748.65,0,0,157.48,15906.13,PT
142564,Museum Guard,15277.96,469.71,0,157.49,15905.16,PT
142565,Publ Svc Aide-Asst to Prof,15734.23,0,0,157.33,15891.56,PT
142566,Worker's Compensation Adjuster,3155,0,11528.37,1205.85,15889.22,PT
142567,Recreation Leader,15485.19,0,246.17,157.31,15888.67,PT
142568,Clinical Pharmacist,14402.5,0,0,1477.05,15879.55,PT
142569,Junior Clerk,14029.25,1325.4,360,157.15,15871.8,PT
142570,Public Svc Aide-Public Works,13089.79,0,828.18,1948.86,15866.83,PT
142571,Public Svc Aide-Public Works,15482.5,0,0,382.29,15864.79,PT
142572,Publ Svc Aide-Asst to Prof,15706.85,0,0,157.09,15863.94,PT
142573,Museum Guard,15518.33,337.85,0,0,15856.18,PT
142574,Special Nurse,12832.73,0,214.99,2797.57,15845.29,PT
142575,Librarian 1,10666.75,0,465.63,4710.89,15843.27,PT
142576,Public Svc Aide-Public Works,13227.39,0,816.95,1798.2,15842.54,PT
142577,StdntDsgn Train2/Arch/Eng/Plng,15683.68,0,0,156.86,15840.54,PT
142578,Public Svc Aide-Public Works,15456.91,0,0,382.03,15838.94,PT
142579,Public Svc Aide-Public Works,15454.15,0,0,382.01,15836.16,PT
142580,Nurse Practitioner,15834.94,0,0,0,15834.94,PT
142581,Mayoral Staff IX,15673.93,0,0,156.74,15830.67,PT
142582,StdntDsgn Train2/Arch/Eng/Plng,15668.71,0,0,156.71,15825.42,PT
142583,Clerk,9998.6,0,0,5825.57,15824.17,PT
142584,Public Svc Aide-Public Works,15012.78,0,421.98,389.05,15823.81,PT
142585,Health Worker 2,15657.6,0,0,156.58,15814.18,PT
142586,Special Nurse,12243.9,0,841.09,2710.61,15795.6,PT
142587,Special Nurse,12889.08,0,88.56,2813.18,15790.82,PT
142588,Publ Svc Aide-Asst to Prof,15626.58,0,0,156.25,15782.83,PT
142589,Porter,15447.25,0,177.05,156.26,15780.56,PT
142590,Public Svc Aide-Public Works,12837.74,0,859.48,2077.48,15774.7,PT
142591,Special Nurse,12397.71,0,702.67,2669.98,15770.36,PT
142592,Junior Clerk,14507.86,1104.68,0,156.13,15768.67,PT
142593,Recreation Leader,15551.95,0,59.22,156.14,15767.31,PT
142594,Special Nurse,15395.62,0,215.11,156.11,15766.84,PT
142595,Automotive Mechanic,9306,937.8,1402.26,4119.55,15765.61,PT
142596,Special Nurse,12437.03,0,607.21,2715.02,15759.26,PT
142597,Firefighter,11180,0,0,4572.32,15752.32,PT
142598,Public Svc Aide-Public Works,14969.45,0,419.05,359.24,15747.74,PT
142599,Special Nurse,14669.73,0,921.92,155.92,15747.57,PT
142600,Public Svc Aide-Public Works,14881.48,702.53,3.34,155.87,15743.22,PT
142601,Assistant Storekeeper,14415.6,759.82,409.22,155.84,15740.48,PT
142602,Senior Clerk Typist,0,0,13000,2737.8,15737.8,PT
142603,Public Svc Aide-Public Works,15365.81,0,0,366.91,15732.72,PT
142604,Museum Guard,15731.08,0,0,0,15731.08,PT
142605,Special Nurse,13409.55,0,2165.01,155.78,15730.34,PT
142606,Account Clerk,15571.33,0,0,155.72,15727.05,PT
142607,Senior Administrative Analyst,11228,0,0,4496.93,15724.93,PT
142608,Nurse Practitioner,15547.86,0,15.58,155.63,15719.07,PT
142609,Admission Attendant,15544.59,6.89,0,155.51,15706.99,PT
142610,Public Svc Aide-Public Works,15325.29,0,0,371.84,15697.13,PT
142611,Library Page,9623.7,0,157.54,5913.93,15695.17,PT
142612,Recreation Leader,15396.14,0,139.25,155.34,15690.73,PT
142613,Special Nurse,11057.4,0,1842.91,2784.7,15685.01,PT
142614,Patient Care Assistant,13876.51,281.49,1370.59,155.29,15683.88,PT
142615,"Manager VI, MTA",15527.97,0,0,155.28,15683.25,PT
142616,Assistant Storekeeper,8215.6,4495.92,630.54,2329.02,15671.08,PT
142617,Transit Operator,9493.05,1157.93,118.1,4899.99,15669.07,PT
142618,Public Svc Aide-Public Works,12745.26,0,851.72,2069.92,15666.9,PT
142619,Public Svc Aide-Public Works,15268.51,0,0,380.15,15648.66,PT
142620,Public Service Trainee,15479.8,0,0,154.8,15634.6,PT
142621,Porter,14900.63,0,573.6,154.74,15628.97,PT
142622,Public Service Aide-Admin,9230.4,0,448.07,5949.86,15628.33,PT
142623,"StdntDsgnTrain1, Arch/Eng/Plng",9799.88,573.3,0,5248.76,15621.94,PT
142624,Public Svc Aide-Public Works,15234.67,0,0,379.81,15614.48,PT
142625,Home Health Aide,15448.73,0,8.8,154.59,15612.12,PT
142626,Recreation Leader,15291.58,0,165.23,154.57,15611.38,PT
142627,Public Svc Aide-Public Works,12895.24,0,815.34,1900.73,15611.31,PT
142628,Transit Operator,9307.76,1058.9,295.46,4947.28,15609.4,PT
142629,Recreation Leader,15133.05,0,313.91,154.49,15601.45,PT
142630,Recreation Leader,15171.05,0,275.06,154.47,15600.58,PT
142631,Public Svc Aide-Public Works,15274.82,0,0,323.34,15598.16,PT
142632,Recreation Leader,14907.34,0,534.78,154.44,15596.56,PT
142633,Special Nurse,11896.73,0,1097.54,2587.04,15581.31,PT
142634,Special Nurse,10976.05,0,1784.74,2818.93,15579.72,PT
142635,Custodian,8973.01,0,27.21,6578.21,15578.43,PT
142636,Library Page,15416.56,0,155.35,0,15571.91,PT
142637,Cook,7344.85,6879.59,1189.06,154.17,15567.67,PT
142638,Collections Officer,10550.03,0,0,5015.79,15565.82,PT
142639,Recreation Leader,15150.2,0,259.71,154.13,15564.04,PT
142640,Transit Operator,10240.07,0,0,5310.54,15550.61,PT
142641,Library Page,9623.7,0,37.45,5881.79,15542.94,PT
142642,Laboratory Technician II,15387.45,0,0,153.87,15541.32,PT
142643,School Crossing Guard,11471.44,0,1460,2608.62,15540.06,PT
142644,Publ Svc Aide-Asst to Prof,15385.23,0,0,153.89,15539.12,PT
142645,Carpenter,15379.1,0,0,153.8,15532.9,PT
142646,Museum Guard,15297.67,66.89,0,153.62,15518.18,PT
142647,Train Controller,14556.71,0,806.67,153.63,15517.01,PT
142648,Police Officer,11156.4,0,0,4353.88,15510.28,PT
142649,Home Health Aide,15251.62,0,96.12,153.5,15501.24,PT
142650,"StdntDsgnTrain1, Arch/Eng/Plng",15346.98,0,0,153.45,15500.43,PT
142651,PS Aide to Prof,15341.93,0,0,153.43,15495.36,PT
142652,Nursing Supervisor,12218.91,0,702.93,2572.78,15494.62,PT
142653,Recreation Leader,15126.32,0,207.3,153.36,15486.98,PT
142654,Public Svc Aide-Public Works,15107.2,0,0,378.53,15485.73,PT
142655,Publ Svc Aide-Asst to Prof,15326.4,0,0,153.26,15479.66,PT
142656,Library Page,9445.5,0,210.08,5820.29,15475.87,PT
142657,Swimming Instructor,15251.2,0,66.41,153.16,15470.77,PT
142658,"StdntDsgnTrain3, Arch/Eng/Plng",15316.6,0,0,153.17,15469.77,PT
142659,Steamfitter,7371,0,5000.4,3097.18,15468.58,PT
142660,PS Aide Health Services,15274.17,0,40,153.16,15467.33,PT
142661,Pool Lifeguard,11443.93,0,878.61,3141.59,15464.13,PT
142662,Recreation Leader,15131.96,0,172.75,153.08,15457.79,PT
142663,"StdntDsgnTrain1, Arch/Eng/Plng",15301.38,0,0,153.03,15454.41,PT
142664,Public Svc Aide-Public Works,12588.1,0,837.41,2027.8,15453.31,PT
142665,Public Service Trainee,15054,241.02,0,152.96,15447.98,PT
142666,Public Svc Aide-Public Works,15067.13,0,0,378.13,15445.26,PT
142667,Admission Attendant,15436.5,0,0,0,15436.5,PT
142668,Public Svc Aide-Public Works,15054.5,0,0,378.02,15432.52,PT
142669,Industrial Hygienist,11202,0,0,4224.26,15426.26,PT
142670,Recreation Leader,14820.14,0,450.38,152.7,15423.22,PT
142671,Recreation Leader,14538.38,0,729.25,152.66,15420.29,PT
142672,Dist Atty Investigator (SFERS),10487.2,0,629.21,4294.09,15410.5,PT
142673,Special Nurse,13802.25,0,0,1604.34,15406.59,PT
142674,Gardener,2407,0,11952.26,1046.37,15405.63,PT
142675,Special Nurse,10830.63,0,1918.8,2655.04,15404.47,PT
142676,Special Nurse,11064.08,0,1721.16,2617.42,15402.66,PT
142677,Clerk,13154.48,2092.61,0,152.47,15399.56,PT
142678,"Stationary Eng, Sewage Plant",13629.72,0,1759.45,0,15389.17,PT
142679,Assistant Recreation Director,0,0,10720.73,4659.36,15380.09,PT
142680,Recreation Coordinator,15223.3,0,0,152.23,15375.53,PT
142681,Health Program Coordinator 2,12847.5,0,0,2527.91,15375.41,PT
142682,Custodian,14318.31,787.47,114.63,152.19,15372.6,PT
142683,Watershed Worker (Seasonal),15217.8,0,0,152.18,15369.98,PT
142684,Patient Care Assistant,14112.31,0,1104.6,152.19,15369.1,PT
142685,Account Clerk,15215.84,0,0,152.17,15368.01,PT
142686,Public Service Trainee,12466,0,2502.4,398.67,15367.07,PT
142687,Recreation Specialist,10402.27,0,62.3,4896.85,15361.42,PT
142688,Public Svc Aide-Public Works,14798.78,0,410.03,152.1,15360.91,PT
142689,Special Nurse,10773.27,1020.01,1268.34,2292.25,15353.87,PT
142690,Pr Administrative Analyst,11142,0,0,4210.19,15352.19,PT
142691,Senior Administrative Analyst,15195.38,0,0,151.95,15347.33,PT
142692,Medical Records Technician,15185.6,0,0,151.86,15337.46,PT
142693,Bldg & Grounds Patrol Officer,14832.88,0,350.55,151.83,15335.26,PT
142694,Automotive Mechanic,9306,1030.86,964.38,4017.89,15319.13,PT
142695,Pool Lifeguard,9075.32,0,391.5,5847.37,15314.19,PT
142696,Library Page,9346.5,0,195.64,5756.55,15298.69,PT
142697,Senior Physician Specialist,12420.2,0,287.3,2585.9,15293.4,PT
142698,Custodian,10535.76,282.85,100.23,4358.83,15277.67,PT
142699,Testing Technician,14867.99,403.17,0,0,15271.16,PT
142700,Recreation Leader,14980.01,0,120.95,151,15251.96,PT
142701,Admission Attendant,15093.07,0,0,150.95,15244.02,PT
142702,Public Svc Aide-Public Works,12800.38,0,958.49,1481.07,15239.94,PT
142703,Library Page,9445.5,0,16.39,5768.39,15230.28,PT
142704,Library Page,14771.03,0,306.02,150.8,15227.85,PT
142705,Publ Svc Aide-Asst to Prof,15060.76,0,0,150.59,15211.35,PT
142706,Arborist Technician Supervisor,11085.7,0,0,4123.07,15208.77,PT
142707,Patient Care Assistant,15058,0,0,150.54,15208.54,PT
142708,Special Nurse,10872.79,0,1749.22,2586.05,15208.06,PT
142709,Nurse Practitioner,12381.12,0,48.63,2777.83,15207.58,PT
142710,Nurse Practitioner,12329.19,0,0,2873.69,15202.88,PT
142711,Fire Alarm Dispatcher,12499.9,1944.68,603.42,150.46,15198.46,PT
142712,Medical Social Worker,10473.42,0,805.66,3900.65,15179.73,PT
142713,Public Svc Aide-Public Works,13460.6,0,705,997.63,15163.23,PT
142714,Special Nurse,12087.28,0,506.5,2568.87,15162.65,PT
142715,Public Svc Aide-Public Works,14925,0,0,234.55,15159.55,PT
142716,Patient Care Assistant,14634.95,0,373.83,150.09,15158.87,PT
142717,Pr Administrative Analyst,15004.96,0,0,145.69,15150.65,PT
142718,Publ Svc Aide-Asst to Prof,14999.68,0,0,149.99,15149.67,PT
142719,Electrical Line Helper,10084,496.32,59.87,4501.07,15141.26,PT
142720,Public Svc Aide-Public Works,14904.75,0,0,234.36,15139.11,PT
